id,gender,platform_engagement
8185,Other,98.3
9702,Female,95.95
9902,Female,37.05
1861,Female,72.31
5574,Female,7.35
4900,Male,22.08
6831,Male,59.51
7160,Other,98.72
5611,Other,95.45
4766,Other,97.86
4519,Female,38.43
6299,Other,26.63
1255,Male,93.94
7831,Female,92.23
4045,Female,65.42
7619,Female,20.84
7483,Other,27.83
1881,Male,26.16
8137,Other,89.25
3166,Male,76.79
8766,Other,14.68
6109,Male,2.9
5514,Male,65.53
2580,Other,64.67
8368,Female,66.84
4036,Male,11.56
8247,Female,59.14
5556,Other,9.84
3242,Female,9.11
2086,Other,76.23
2912,Male,69.92
1940,Female,2.11
6107,Male,87.52
8569,Female,24.17
7156,Female,93.64
2691,Female,93.4
9284,Male,42.5
3196,Female,63.05
8504,Male,81.05
3868,Other,17.63
2416,Female,93.1
8821,Female,3.03
4711,Male,59.37
8416,Other,46.25
4179,Female,59.19
1912,Other,28.61
4169,Female,31.51
2254,Female,35.32
1760,Male,15.65
5172,Female,15.54
7879,Female,85.01
2623,Male,65.27
6821,Male,41.3
7995,Other,73.24
2235,Other,65.93
4495,Female,49.15
5498,Other,42.1
3217,Female,40.8
8635,Female,22.04
6900,Other,35.1
8832,Female,85.14
3819,Male,34.16
8296,Male,86.82
5296,Female,23.77
1032,Other,11.44
5626,Other,44.54
4714,Other,31.31
6170,Other,19.02
1802,Other,76.68
5818,Other,47.71
2407,Male,74.32
3943,Other,45.23
9018,Female,77.23
9453,Other,72.56
2913,Other,91.95
6320,Female,34.03
1083,Male,94.95
6713,Female,13.65
7141,Other,34.7
8318,Other,30.14
3524,Male,25.18
6548,Other,58.88
4596,Other,18.24
3037,Male,36.98
7713,Female,66.15
5905,Male,99.97
3804,Male,93.23
1965,Female,25.68
8572,Other,25.27
8881,Other,30.88
9787,Other,8.41
7716,Other,46.37
8385,Male,33.22
8420,Male,95.5
7860,Male,54.64
4510,Female,73.08
7725,Male,2.61
2914,Female,10.31
6540,Female,7.3
1280,Male,22.42
4499,Male,31.63
8711,Male,22.97
6293,Male,25.98
8194,Male,37.98
4253,Female,97.97
1085,Male,97.5
5367,Other,55.35
9041,Male,79.73
4916,Other,59.31
2925,Other,20.78
2460,Male,92.92
1164,Other,7.24
2325,Male,15.2
4561,Female,74.37
9966,Other,82.66
7744,Other,14.83
9387,Female,54.68
4368,Female,35.68
4543,Female,89.73
1264,Other,65.84
5863,Male,43
5404,Male,91.05
3609,Other,88.44
9835,Female,74.26
7283,Other,33.2
8253,Other,74.65
5785,Other,29.73
1453,Female,11.97
6853,Male,96.4
8167,Other,8.87
8949,Female,44.77
5207,Female,65.53
9893,Female,84.96
2142,Male,60.07
7695,Other,68.23
4942,Other,89.99
1667,Other,16.72
2121,Female,87.9
7185,Female,24.16
2234,Female,49.97
9898,Male,79.55
1705,Female,61.64
1016,Female,6.71
9767,Male,21.46
6750,Male,43.32
6630,Other,21.77
6774,Female,88.32
2626,Male,26
3406,Other,84.97
9609,Female,58.46
2290,Female,27.36
3703,Female,90.06
3777,Other,15.24
3663,Other,4.01
5292,Other,97.08
4933,Male,74.63
7447,Other,6.49
7098,Other,74.48
6227,Other,47.31
9107,Male,47.61
1878,Female,2.07
5314,Female,76.88
7138,Other,47.72
3263,Male,94.83
9850,Male,71.11
9786,Female,98.92
2771,Other,79.38
9916,Female,55.25
1371,Other,48.4
7119,Other,78.52
4234,Other,98.57
4786,Male,81.29
1828,Other,9.92
3589,Other,73.55
6343,Female,30.88
1361,Male,7.23
1030,Female,29.3
4451,Other,51.24
4868,Other,52.07
4867,Female,96.27
8147,Male,60.81
2257,Male,88.2
8723,Other,73.27
9674,Female,53.62
8759,Male,52.51
8244,Other,11.97
2622,Other,88.91
2641,Other,25.35
9420,Female,62.96
2658,Male,62.52
1735,Female,88.41
1080,Female,59.93
2260,Female,67.05
3106,Male,69.59
9482,Female,80.77
6338,Female,7.05
6053,Other,68.94
2805,Female,51.36
6785,Other,57.09
4673,Other,32.82
1088,Female,24.05
4124,Other,18.35
4806,Female,84.32
3503,Female,88.6
6697,Female,58.06
6976,Other,74.97
3511,Other,86.28
9198,Male,41.36
2700,Male,76.41
6721,Other,21.23
7445,Other,65.76
7880,Other,43.68
5907,Female,7.26
9658,Male,98.92
6827,Other,70.58
6592,Male,8.3
6996,Other,38.14
2612,Female,94.37
1512,Male,98.02
8856,Female,2.08
9137,Male,12.53
9905,Male,19.48
1973,Male,41.97
6317,Male,38.13
4084,Male,15.93
4173,Female,51.11
5707,Other,29.69
9393,Male,47.95
3442,Female,58.25
1521,Female,37.52
6840,Male,87.25
1836,Male,81.21
8182,Female,79.49
3564,Female,71.1
7821,Male,89.15
1773,Other,71.03
9892,Female,61.48
8410,Male,83.62
2655,Other,42.66
3138,Female,37.09
5484,Female,85.52
7132,Female,36.64
2709,Female,26.74
7534,Other,51.06
8927,Male,98.78
2215,Other,66.33
2443,Male,70.82
5936,Female,46.83
1571,Other,96.4
6838,Other,87.09
2846,Male,7.29
6926,Male,41.07
5509,Female,89.78
2636,Male,55.73
9190,Female,48.06
3775,Male,7.85
4776,Female,94.72
1853,Other,49.77
3748,Male,86.72
5444,Male,59.31
3814,Other,44.63
5824,Male,51.04
5520,Male,59.74
6536,Male,44.74
9014,Female,30.05
6048,Male,69.33
1720,Female,19.75
7058,Female,95.68
9242,Other,80.18
5394,Male,76.27
2002,Female,4.53
5158,Female,85.79
4117,Female,98.83
8166,Male,48.38
9708,Other,58.92
8449,Female,67.07
1134,Female,75.49
1287,Other,71.07
1779,Female,12.17
6134,Other,34.94
1416,Other,95.22
3821,Other,48.95
3485,Female,19.95
5272,Other,33.54
5910,Other,61.86
9556,Female,86.07
7877,Female,17.29
9959,Male,43.39
1246,Other,90.25
8498,Male,59.5
9668,Male,42.1
5317,Male,57.08
7550,Female,86.52
8528,Male,6.25
9254,Male,93.87
8329,Female,26.36
2080,Female,30.35
9058,Female,78.12
5124,Male,12.08
9013,Male,21.65
9671,Male,42.1
6009,Other,54.2
4113,Other,99.06
4146,Female,42.47
7748,Female,79.07
4437,Other,65.84
7913,Other,25
7215,Other,64.11
6837,Female,38.71
8873,Other,11.65
8003,Other,42.13
4566,Female,96.44
8426,Male,31.14
7914,Female,56.64
6513,Male,60.14
2823,Other,38.7
3617,Female,13.42
9421,Female,0.88
9933,Female,23.47
8975,Male,7.7
5347,Female,95.52
3310,Male,19.95
1482,Other,5.52
7810,Male,6.35
1715,Male,92.14
7806,Female,11.79
1023,Male,27.01
8008,Other,14.62
5228,Female,27.48
6213,Other,53.52
9599,Male,23.6
3889,Other,52.4
1604,Male,81.06
3508,Male,48.53
1480,Other,86.68
6103,Male,83.6
6542,Male,40.82
4758,Female,84.73
6734,Male,35.8
8992,Male,23.65
3483,Other,27.69
9801,Male,15.78
9338,Female,42.51
2780,Male,41.92
1639,Female,99.68
5258,Male,89.04
1727,Female,83.63
9237,Other,16.42
8929,Female,70.2
6372,Male,71.68
8913,Other,12.97
8703,Other,2.37
6209,Male,31.86
4171,Male,26.82
5018,Male,34.12
5559,Other,1.45
4608,Male,17.25
6077,Other,13.11
3332,Other,56.43
1488,Female,67.85
4309,Other,81.59
3081,Male,71.94
8830,Male,11.67
6489,Male,59.85
4697,Male,57.95
8533,Female,29.76
9518,Other,9.56
2920,Male,90.45
1734,Female,27.91
8543,Other,39.05
7500,Male,55.35
7376,Female,93.6
3250,Other,71.12
7843,Female,17.32
1461,Female,1.73
7165,Female,23.44
5595,Male,82.67
6460,Male,12.17
4796,Male,45.19
9496,Male,39.23
6246,Other,42.89
9927,Male,14.44
6562,Female,56
3028,Female,27.45
5459,Female,66.17
1862,Other,9.56
2752,Male,81.72
9613,Other,4.26
6875,Other,45.08
8960,Male,41.9
2300,Male,32.6
8234,Other,41.25
9676,Other,29.5
5784,Other,50.98
9720,Other,53.26
3915,Male,41.76
7828,Other,90.05
4931,Other,17.85
4380,Male,20.61
8017,Other,97.3
6521,Other,88.29
1067,Male,35.04
3093,Male,98.89
6459,Other,84.01
4238,Male,44.68
3830,Male,58.63
4603,Other,64.03
6886,Other,26.43
4493,Other,89.91
3219,Other,48.5
2172,Other,72.22
7999,Female,61.41
6155,Male,90.49
6394,Other,53.79
9942,Female,55.22
3975,Other,83.34
6702,Female,16.77
9061,Female,43.97
5599,Female,99.18
3036,Other,6.32
3408,Female,43.38
8313,Other,85.7
9505,Other,81.71
7220,Other,65.17
3867,Male,5.64
2000,Other,23.57
2596,Male,65.93
4935,Other,52.41
4097,Female,57.37
2185,Female,17.19
4125,Female,45.47
9031,Other,38.26
1918,Female,96.95
2166,Male,1.3
3582,Male,70.84
6879,Female,31.93
1670,Male,2.18
5709,Female,40.3
8900,Other,41.69
7401,Male,99.23
2528,Male,44.37
6572,Female,68.57
6141,Female,49.78
5517,Male,76.22
3785,Male,37.34
2868,Male,87.77
8443,Male,89.78
5468,Other,3.41
8214,Other,9.2
1718,Male,46.84
9304,Male,77.28
6028,Female,52.11
7804,Other,15.34
2860,Female,81.23
3010,Male,98.19
2652,Male,59.52
5132,Female,52.82
4992,Male,8.29
2638,Female,58.98
1027,Other,5.43
8610,Other,56.71
2992,Female,20.54
8040,Male,31.27
1129,Male,88.26
1036,Male,4.58
2983,Female,95.13
9984,Male,6.21
9289,Male,81.02
6175,Other,2.58
6226,Female,43.93
7366,Female,24.73
2378,Male,38.55
8158,Male,54.14
3640,Female,17.95
2463,Female,31.26
9122,Other,58.35
2801,Male,57.62
9730,Other,59.17
6872,Female,19.9
3030,Female,18.41
5915,Female,61.52
9094,Other,37.78
9140,Other,78.99
5048,Other,34.31
9163,Female,36
1674,Female,80.79
1132,Male,11.94
3747,Other,44.44
1154,Female,14.22
7932,Male,36.68
7114,Other,72.03
5090,Other,79.55
6208,Other,75.28
9588,Male,8.45
5099,Male,63.23
2694,Male,22.49
2819,Male,23.33
9432,Other,21.14
5564,Other,4.66
3429,Male,90.71
1619,Other,98.27
9174,Other,46.82
5916,Female,56.62
2845,Female,43.36
3649,Male,87.92
2340,Female,62.41
6865,Male,24.85
8309,Female,17.87
6373,Other,85.51
9682,Male,15.75
5074,Male,84.57
6374,Female,50.18
3934,Female,10.17
5589,Other,15.78
5625,Other,23.97
9144,Male,47.32
5149,Female,94.35
2579,Male,5.37
9433,Female,3.82
4351,Male,48.14
4274,Other,13.19
6602,Male,46.63
8072,Female,5.25
5731,Male,81.72
2444,Male,32.11
8520,Male,1.05
2436,Female,15.98
4567,Female,92.88
2693,Female,35.87
6651,Female,22.35
3303,Female,35.4
6404,Other,57.33
6566,Female,18.38
8791,Male,17.14
4808,Male,96.16
6640,Male,26.7
4779,Other,85.14
6482,Female,90.48
2943,Other,88.06
9911,Other,90.13
6610,Other,63.6
8749,Female,63.17
9744,Female,29.83
2688,Male,26.9
6238,Male,66.47
1404,Male,52.96
2632,Male,31.64
5519,Other,76.14
3433,Male,22.86
2886,Male,65.15
3045,Female,70.34
8044,Other,71.8
9761,Female,93.55
7979,Other,21.18
5024,Male,7.62
7957,Other,94.95
7605,Other,64.58
7477,Other,72.28
2616,Male,70.27
7549,Other,36.33
2553,Male,97.08
4594,Other,44.65
1578,Female,74.36
7147,Other,62.68
7232,Male,90.2
5632,Female,94.92
9596,Male,45.93
9689,Other,54.68
2601,Other,72.53
6395,Female,61.98
3304,Female,35.43
3887,Female,33.21
4801,Male,14.04
1689,Other,44.59
4022,Male,75.14
1793,Female,34.32
6132,Female,92.23
3806,Male,47.08
2979,Female,79.97
1468,Male,27.7
4903,Male,17.29
1375,Other,34.85
2423,Female,79.17
5382,Female,7.55
6131,Male,60.66
7762,Male,56.71
2827,Other,37.64
3089,Female,2.65
1638,Other,48.33
8843,Other,52.46
9425,Other,20.78
9951,Female,43.42
9178,Male,48.87
1899,Male,2.94
1807,Female,45.52
2221,Female,54.47
7216,Male,49.82
5757,Female,90.82
9230,Other,40.32
2265,Female,25.72
1671,Male,94.47
5164,Male,32.33
4881,Male,20.86
9805,Female,29.48
5763,Female,70.21
3698,Other,12.96
9311,Female,14.68
8691,Other,76.69
5476,Other,12.38
1056,Male,92.84
6582,Male,68.76
7250,Other,18.64
5593,Other,10.42
4571,Female,37.31
7813,Male,65.96
3227,Other,67.56
8930,Other,11.07
8502,Other,15.29
7171,Other,61.03
3538,Other,27.45
7054,Male,37.38
2390,Male,13.14
3753,Male,19.88
2529,Other,53.43
8389,Male,61.83
5711,Female,83.26
7892,Other,83.09
5457,Male,28.59
8020,Other,95.55
1792,Other,1.11
7779,Other,2.39
1701,Female,12.53
8215,Female,96.84
8471,Male,88.81
4320,Female,70.04
2319,Male,71.13
6222,Female,8.94
1357,Male,16.58
8968,Male,53.92
4325,Female,56.8
3850,Male,87.25
4032,Female,99.26
7532,Other,6.02
8928,Male,88.49
3695,Female,78.49
4736,Female,97.64
3654,Other,59.54
8770,Female,57.45
8499,Female,70.16
3727,Male,49.74
4340,Male,77.09
7146,Male,87.22
5174,Male,63.77
5087,Female,52.9
7707,Male,49.44
9476,Other,7.88
5123,Male,95.13
7589,Female,42.97
8213,Other,81.41
9204,Male,32.92
8517,Female,71.4
2811,Female,57.28
4365,Female,71.85
9785,Other,87.14
2706,Female,23.72
1101,Female,68.45
2082,Female,7.38
6007,Female,17.09
7381,Other,80.63
7316,Other,77.21
9241,Male,88.92
2139,Female,45.65
9132,Other,36.65
2023,Other,40.27
3507,Male,74.78
2530,Other,9.03
7384,Female,7.96
5730,Other,81.81
6054,Male,10.91
1847,Male,73.75
6254,Other,54.69
8386,Female,22.44
1395,Other,14.03
5675,Male,71.37
9824,Male,90.21
3440,Female,13.9
2708,Other,21.21
4006,Male,91.44
2307,Other,40.8
7041,Female,33.4
4284,Male,68.1
2060,Female,84.95
1783,Other,2.43
4176,Other,2.25
2087,Other,95.51
4454,Other,17
3435,Male,53.47
9990,Male,27.35
7735,Female,98.7
9225,Other,39.97
8820,Other,47.13
3539,Female,51.37
9265,Female,81.46
3796,Other,79.77
5171,Male,85.41
7308,Male,49.06
7548,Female,55.29
4690,Other,28.18
1888,Other,54.82
9145,Male,92.55
5240,Male,64.39
2692,Male,62.08
1558,Other,22.24
6464,Male,13.17
7017,Other,2.15
8342,Female,26.87
2225,Male,97.88
8683,Male,60.08
9315,Female,13.4
5497,Other,87.87
9418,Female,87.5
3262,Male,3.79
3712,Female,50.76
8047,Other,40.87
5011,Female,91.12
8226,Female,73.77
8942,Other,96.58
4293,Female,1.8
3162,Other,43.91
7200,Male,37.52
6019,Male,88.68
5047,Male,33.43
6844,Other,58.95
4270,Female,75.66
7059,Female,56.94
3797,Female,31.56
7046,Female,68.84
7712,Other,87.9
1294,Male,92.53
3392,Female,89.58
6171,Other,47.48
6492,Other,51
2878,Male,51.19
3949,Other,18.07
1979,Male,6.03
6941,Male,9.66
8294,Male,75.42
4251,Female,26.38
8280,Male,50.83
5795,Male,92.61
7812,Female,40.02
9769,Other,59.09
2659,Other,38.52
7709,Male,22
2689,Other,30.98
9345,Female,48.62
1288,Other,89.12
3048,Female,33.88
4354,Female,17.21
6944,Male,76.52
9766,Male,50.53
6400,Female,54.4
9218,Male,32.59
9938,Female,73.29
1597,Male,99.14
6761,Female,1.02
9074,Male,12.99
6823,Other,55.67
5064,Female,53.84
4044,Female,27.96
8122,Female,42.1
4418,Female,9.36
2362,Male,82.36
7355,Male,63.34
7178,Male,4.4
7155,Male,95.61
9954,Male,95.73
1321,Female,62.65
5720,Male,95.12
1191,Male,56.52
4979,Other,94.36
8918,Female,12.71
7457,Male,19.93
9357,Other,51.99
1507,Other,49.32
8852,Male,81.11
8826,Female,13.88
6239,Female,38.93
9016,Female,64.14
9814,Female,90.96
3470,Other,69.13
4678,Female,44.28
2358,Male,40.65
1145,Other,65.86
8550,Male,43.6
5956,Male,41.52
5587,Female,40.3
3904,Male,47.79
6800,Other,62.25
5084,Female,31.24
5225,Female,17.22
1376,Other,84.21
4629,Male,24.54
4243,Male,75.51
2021,Male,0.35
7903,Female,10.95
6232,Female,62.66
1747,Other,91.12
9152,Female,95.18
6100,Male,33.13
4739,Male,24.47
3335,Male,21.58
7295,Other,64.35
6176,Male,55.84
6789,Female,12.19
3365,Other,51.46
6479,Female,83.3
8888,Male,7.69
6694,Other,49.86
7836,Male,97.96
6366,Other,60.25
4122,Male,96.3
2948,Female,59.56
1136,Female,58.07
4056,Other,31.59
8418,Female,5.09
2981,Male,57.1
5847,Male,19.86
9489,Other,65.47
8048,Male,22.35
7676,Female,79.17
4237,Other,64.44
3357,Female,24.24
3115,Other,3.59
7361,Male,78.95
3212,Other,75.6
8195,Male,20.82
1293,Female,75.77
8814,Female,93.69
8092,Other,16.84
5358,Male,44.73
1741,Male,28.56
4884,Female,6.04
3453,Female,61.73
5596,Female,71.43
9626,Male,60.11
8111,Female,51.05
9200,Male,35.42
2473,Other,47.7
2169,Female,97.49
6305,Male,73.37
6487,Male,27.33
1598,Female,1.12
3403,Female,63.27
5068,Other,66.24
7572,Other,1.98
8292,Other,37.49
5309,Male,32.32
5713,Male,39.85
7594,Other,98.22
4568,Female,46.66
4713,Male,86.87
3854,Male,28.73
3755,Other,39.89
2440,Male,57.18
5513,Male,44.67
5764,Female,3.26
1392,Male,70.92
9366,Female,61
1829,Female,97.88
6365,Female,64.3
6903,Male,78.66
2667,Other,9.19
2264,Male,73.51
9493,Male,22.52
5836,Other,3.65
1385,Other,26.34
3472,Female,0.65
9656,Other,32.65
6217,Other,90.38
2484,Female,66.76
1648,Other,71.4
2830,Female,31.03
9582,Male,79.74
3455,Female,80.28
8208,Female,91.98
5545,Male,68.33
1921,Male,62.15
4924,Other,23.87
4746,Other,71.37
6611,Female,83.98
9383,Female,83.99
5807,Male,66.06
3463,Other,10.58
2879,Other,49.43
8840,Female,95.52
6304,Female,77.39
6169,Female,53.05
6847,Female,95.37
8412,Female,78.94
7057,Male,56.95
4862,Other,22.28
2018,Male,69.66
4698,Female,75.31
4737,Other,88.37
3558,Other,3.65
9743,Female,53.32
3169,Other,93.09
9957,Female,5.66
5526,Male,41.32
6947,Other,62.7
1228,Male,7.68
2454,Other,25.48
6339,Male,96.85
9263,Male,28.36
3006,Female,48.12
6762,Female,5.4
1426,Other,74.86
6204,Male,68.39
1876,Other,57.07
2115,Female,15.39
7284,Male,13.64
9261,Male,58.6
8505,Male,52.43
8678,Female,9.75
3846,Female,61.17
2587,Other,43.82
6970,Other,15.69
7152,Female,40.46
9913,Male,11.44
5265,Female,29.46
4200,Male,95.67
9755,Female,61.77
1537,Other,58.06
6133,Female,29.32
4209,Other,9.2
2489,Male,52.19
5119,Male,6.08
9753,Female,56.5
8784,Female,96.57
1372,Male,8.49
9830,Other,60.49
2537,Other,21.75
5073,Male,91.32
3799,Male,86.18
3929,Female,31.8
4201,Female,42.45
3102,Male,90.32
5266,Other,72.15
6849,Other,74.42
8710,Female,95.15
9782,Other,13.9
5773,Female,2.94
8082,Other,30.22
6814,Other,3.92
8938,Other,64.67
8437,Male,5.59
9020,Other,96.59
2624,Male,96.09
4669,Other,90.12
5177,Male,30.73
8815,Female,45.03
5868,Female,73.69
6516,Male,30.34
3494,Other,82.21
1569,Female,48.88
3481,Male,77.94
2095,Male,55.36
2071,Other,47.93
9823,Other,78.54
8102,Other,22.6
7663,Other,5.63
8211,Female,14.59
9584,Male,60.83
1267,Female,92.31
1122,Other,50.28
7056,Other,66.93
9662,Other,43.63
3550,Male,34.9
2915,Female,45.9
9666,Other,51.55
1969,Other,3.84
2525,Female,95.01
9328,Other,15.1
8570,Other,98.28
8382,Female,19.77
7729,Other,35.97
7501,Other,80.63
9994,Other,86.59
9419,Female,78.89
3358,Female,33.89
5435,Female,66.66
8355,Male,62.8
8810,Male,88.77
8255,Female,2.49
6050,Female,44.09
7486,Male,49.15
4130,Other,26.8
2564,Male,35.97
1695,Female,91.87
1245,Male,9.71
8643,Other,83.21
8634,Female,66.87
3947,Male,60.57
3967,Female,97.08
7238,Female,5.06
5395,Female,92.85
8908,Female,67.53
1076,Female,42.08
9624,Female,74.35
5268,Other,93.22
3840,Female,12.45
1866,Male,75.66
6059,Other,11.52
8230,Other,52.57
4632,Male,93.99
9958,Other,18.44
1746,Female,96.81
1618,Male,90.66
6379,Female,83.35
4870,Female,36.94
9606,Other,52.96
5774,Male,29.28
6266,Other,6.38
6313,Other,43.63
1543,Other,3.1
7691,Male,6.32
7011,Female,73.05
5480,Other,70.75
6506,Other,41.46
3454,Other,86.76
9177,Female,75.37
7706,Other,27.01
2627,Other,3.18
6138,Other,55.13
9703,Male,33.97
1197,Male,18.86
5842,Female,37.23
7493,Other,44.93
8890,Male,89.02
7997,Female,51.9
2976,Other,8.92
8709,Male,4.99
1924,Male,17.22
9796,Male,5.33
2590,Female,81.62
8990,Male,74.68
5881,Other,61.46
8432,Female,42.54
8374,Other,43.27
8747,Other,98.39
7314,Male,25.4
9124,Male,71.25
1794,Other,74.81
9930,Other,85.3
3073,Other,10.79
4334,Female,24.94
5150,Female,13.53
4070,Other,44.66
2876,Female,77.87
9695,Male,97.42
9227,Female,76.45
9686,Male,78.02
9451,Other,45.88
9259,Male,21.55
6739,Other,15.73
8783,Female,35.63
8603,Other,33.9
2592,Male,43.15
2052,Male,35.85
3067,Male,66.72
6724,Other,57.59
7508,Male,96.74
6046,Female,88.11
5109,Female,60.32
2183,Female,12.32
3260,Male,19.25
6177,Male,64.93
5970,Other,4.94
1001,Male,38.26
4616,Female,55.19
9967,Other,73.71
3961,Other,29.93
6143,Other,62.05
5483,Male,7.63
4382,Male,76.53
5600,Male,40.07
1936,Male,22.53
3359,Male,14.26
1539,Male,25.47
1412,Other,81.24
7154,Female,18.2
3149,Male,1.92
3733,Male,29.9
4898,Other,65.96
2839,Female,4.55
9403,Female,73.68
3613,Female,17.88
4501,Male,69.96
4699,Other,45.72
5615,Male,96.48
9529,Other,2.51
9384,Female,0.57
5993,Female,35.08
7711,Female,78.98
7604,Other,65.12
9665,Other,94.56
4971,Other,4.06
4590,Other,8.6
7830,Female,36.57
3792,Male,26.53
4226,Female,6.84
8159,Other,80.01
8397,Female,75.21
2266,Male,59.7
1384,Female,70.17
4676,Female,17.11
4597,Female,29.33
3125,Female,15.12
4361,Female,27.38
3346,Other,82.42
5895,Female,93.83
5502,Female,90.22
9831,Female,33.6
3417,Female,80.73
6437,Male,51.68
8594,Male,81.3
6992,Male,63.03
1963,Male,14.79
3233,Other,38.93
5969,Female,8.68
8976,Other,6.53
5391,Other,78.2
2303,Other,57.37
4687,Female,64.25
4104,Female,17.37
2740,Male,22.34
8885,Male,31.72
1380,Male,8.33
1363,Male,1.04
8187,Male,8.78
4827,Male,91.19
5554,Other,46.81
1937,Female,2.47
2102,Female,14.56
7336,Female,36.89
8755,Female,29.01
4522,Other,84.47
2563,Other,26.33
1693,Male,29.8
5966,Male,70.52
9792,Male,1.62
4949,Other,16.08
7996,Other,71.5
1446,Female,81.92
9341,Male,49.41
5430,Male,42.66
3535,Male,42.21
3130,Male,53.03
8091,Male,48.48
3914,Other,89.99
6167,Female,83.28
6110,Male,78.39
7194,Female,29.39
3415,Other,13.79
6018,Female,69.74
5618,Other,63.7
6917,Other,12.85
4748,Other,70.48
4108,Female,20.53
8921,Female,25.23
5331,Other,89.73
1968,Other,74.12
9131,Female,22.64
1311,Male,4.13
4264,Female,67.06
5139,Male,74.25
4552,Male,1.05
8818,Other,33.06
5259,Other,66.48
2186,Other,94.41
9272,Female,47.12
3619,Other,84.99
2505,Other,91.87
2674,Other,92.5
2320,Male,7.83
1501,Male,26.72
6086,Female,74.85
8450,Other,15.02
7025,Male,35.83
4970,Other,28.77
5255,Female,75.3
2933,Female,8.63
5156,Male,85.73
7964,Female,54.83
5862,Male,26.11
4027,Other,37.36
8937,Female,27.66
4258,Male,13.18
4936,Female,73.03
9470,Female,83.39
5100,Female,49.05
4232,Other,55.04
1573,Female,69.07
3090,Female,45.98
4460,Male,1.09
9370,Female,96.5
3513,Female,85.81
6969,Other,89.77
4203,Other,95.03
7872,Female,6.09
5930,Male,99.03
8491,Female,29.84
7991,Other,68.12
6014,Other,25.54
2883,Other,28.03
5742,Female,20.37
4710,Female,27.49
4759,Other,84.59
1447,Male,99.29
7994,Female,0.18
7188,Other,17.48
3497,Other,96.61
7516,Other,79.75
6258,Female,73.55
7787,Male,49.71
6397,Female,38.23
9460,Other,87.46
7636,Female,68.99
8690,Female,42.56
5540,Female,99.19
6618,Male,59.53
9049,Other,64.94
8363,Other,30.68
1379,Other,25.84
2736,Female,55.45
4904,Other,54.04
3148,Male,70.86
2011,Male,90.84
8338,Male,50.25
6212,Female,2.77
3729,Female,7.79
4118,Other,77.19
5616,Female,44.45
4791,Female,65.44
8119,Female,16.42
6281,Female,21.14
5977,Male,13.41
2152,Other,0.44
3586,Male,51.97
6983,Male,33.03
6973,Female,21.63
8958,Male,86.29
9019,Female,49.94
9679,Male,69.99
9071,Female,35.96
2049,Male,43.25
7338,Female,88.27
8813,Female,32.1
9707,Female,84.35
5769,Female,37.51
1818,Male,3.19
4755,Male,17.15
7173,Male,94.9
8655,Female,29.43
4248,Other,53.45
4804,Female,98.55
7210,Female,57.95
6606,Male,90.09
3629,Male,82.08
1149,Female,32.98
3598,Male,79.3
7518,Female,96.11
8702,Male,73.32
8925,Other,2.84
8674,Female,3.26
8354,Male,73.7
1210,Male,94.81
2148,Other,38.04
2510,Male,15.26
8969,Male,62.7
4404,Female,77.01
2934,Female,4.71
3554,Female,80.88
9048,Female,38.16
2565,Male,47.65
4472,Female,45.1
7606,Other,47.11
2871,Female,87.6
9447,Male,57.75
1153,Female,1.28
8559,Male,20.03
1419,Male,90.87
7248,Male,39.87
9361,Female,77.76
8083,Other,33.76
3025,Male,94.64
1091,Female,96.46
7029,Other,74.82
3380,Other,73.23
8732,Other,71.03
4471,Male,49.77
9462,Male,82.53
4140,Other,78.41
2822,Female,8.47
7511,Male,23.71
6652,Female,45.04
9374,Other,3.98
1587,Female,33.49
1368,Female,7.43
8018,Male,30.97
6977,Female,28.06
9464,Other,18.74
2663,Male,37
1497,Female,54.1
7071,Other,47.55
5274,Female,20.89
3367,Other,63.02
7150,Female,41.52
9483,Male,28.69
9291,Male,90.51
3369,Female,85.9
6931,Other,11.9
6256,Female,81.13
9833,Female,90.23
8078,Male,75.97
5714,Male,21.54
2773,Other,63.38
7423,Other,62.18
6699,Male,22.71
8243,Female,83.23
9334,Male,31.83
9492,Female,80.07
3543,Other,1.53
4950,Other,48.54
3033,Male,85.07
9276,Male,18.09
6272,Female,93.65
9611,Female,90.29
5219,Male,31.22
1883,Other,20.17
5985,Female,11.15
5389,Female,74.81
4244,Other,13.9
5376,Female,21.45
9012,Male,41.41
7637,Male,22.25
3214,Male,45.08
3692,Female,67.71
4484,Other,62.43
3504,Other,53.3
4535,Male,61.02
7144,Male,54.56
3595,Male,20.66
9853,Female,2.09
3913,Male,43.79
2224,Female,35.29
9499,Male,41.81
1104,Male,20.3
5786,Male,26.33
1707,Female,78.36
6985,Male,68.06
4192,Female,31.54
4556,Other,63.23
6075,Male,11.98
2252,Male,4.25
1405,Male,98.1
4948,Other,25.47
8146,Male,84.76
9148,Male,90.89
3677,Male,18.72
8916,Female,66.64
2687,Male,37.83
6880,Female,42.81
9907,Male,53.25
6905,Male,88.36
4963,Female,50.61
3942,Female,81.41
9989,Female,73.9
8809,Male,43.2
7520,Other,34.34
9441,Male,68.34
4359,Male,52.75
7738,Male,69.25
4622,Female,58.02
4703,Male,3.32
8351,Female,76.49
5447,Other,39.21
1470,Male,75.09
6413,Female,69.01
3897,Other,63.09
7646,Other,41.11
6568,Other,3.51
9701,Male,56.54
2699,Other,81
9077,Other,28
5504,Other,46.32
1428,Male,6.77
4183,Female,56.2
2043,Other,44.74
5350,Female,42.68
