booking_id,destination_id,booking_date,travel_start_date,travel_end_date,price_per_person,total_price,duration_hrs,no_of_participants
2843,6,8/9/2023,8/29/2023,8/29/2023,1114.7,1114.7,12,1
2845,13,10/19/2023,11/6/2023,11/6/2023,1562.1,1562.1,6,1
2848,12,10/11/2023,10/29/2023,10/29/2023,1787.05,1787.05,11,1
2857,22,7/23/2023,8/8/2023,8/8/2023,497.7433333,1493.23,5,3
2858,7,7/10/2023,7/29/2023,7/29/2023,1022.12,1022.12,5,1
2867,20,12/22/2023,1/11/2024,1/11/2024,1797.11,1797.11,2,1
2868,6,8/25/2023,9/12/2023,9/12/2023,90.336,451.68,10,5
2870,23,10/7/2023,10/27/2023,10/27/2023,506.19,506.19,7,1
2887,5,7/8/2023,7/27/2023,7/27/2023,278.8766667,836.63,9,3
2897,28,8/30/2023,9/19/2023,9/19/2023,167.52875,1340.23,8,8
2900,23,11/18/2023,12/4/2023,12/4/2023,142.21625,1137.73,10,8
2902,27,10/7/2023,10/22/2023,10/22/2023,1151.65,1151.65,7,1
2903,5,8/15/2023,8/30/2023,8/30/2023,1014.4,1014.4,11,1
2904,22,7/13/2023,8/2/2023,8/2/2023,54.68166667,328.09,5,6
2909,5,12/17/2023,1/4/2024,1/4/2024,233.455,1400.73,4,6
2912,6,10/9/2023,10/29/2023,10/29/2023,213.97,213.97,3,1
2913,14,11/19/2023,12/4/2023,12/4/2023,234.75,234.75,11,1
2914,30,11/16/2023,12/1/2023,12/1/2023,255.3666667,1532.2,3,6
2916,14,8/6/2023,8/24/2023,8/24/2023,592.47,592.47,6,1
2932,23,11/2/2023,11/17/2023,11/17/2023,116.8133333,350.44,11,3
2935,23,12/23/2023,1/8/2024,1/8/2024,327.91,655.82,2,2
2940,25,9/12/2023,9/27/2023,9/27/2023,239.87,239.87,7,1
2953,14,7/28/2023,8/13/2023,8/13/2023,1860.33,1860.33,12,1
2962,8,11/19/2023,12/7/2023,12/7/2023,32.81,131.24,11,4
2977,9,10/2/2023,10/20/2023,10/20/2023,386.39,386.39,7,1
2981,26,10/6/2023,10/22/2023,10/22/2023,1622.64,1622.64,5,1
2991,29,10/28/2023,11/13/2023,11/13/2023,1402.9,1402.9,1,1
2992,7,12/1/2023,12/21/2023,12/21/2023,794.395,1588.79,5,2
2993,5,10/14/2023,10/29/2023,10/29/2023,408.79,1635.16,11,4
2996,17,8/22/2023,9/8/2023,9/8/2023,353.18,353.18,11,1
3006,30,9/5/2023,9/25/2023,9/25/2023,246.48,739.44,1,3
3008,3,10/5/2023,10/24/2023,10/24/2023,232.1585714,1625.11,4,7
3013,17,7/25/2023,8/11/2023,8/11/2023,1336.67,1336.67,8,1
3014,25,9/23/2023,10/11/2023,10/11/2023,459.98,919.96,12,2
3018,25,11/14/2023,11/29/2023,11/29/2023,117.9828571,825.88,10,7
3023,21,12/3/2023,12/23/2023,12/23/2023,46.18833333,277.13,11,6
3024,18,10/16/2023,11/1/2023,11/1/2023,254.5066667,1527.04,2,6
3028,27,8/28/2023,9/12/2023,9/12/2023,383.054,1915.27,4,5
3031,14,9/14/2023,10/3/2023,10/3/2023,395.94,1187.82,8,3
3033,27,9/12/2023,9/29/2023,9/29/2023,192.5866667,1155.52,1,6
3040,30,12/27/2023,1/13/2024,1/13/2024,475.7366667,1427.21,10,3
3043,28,8/9/2023,8/29/2023,8/29/2023,1848.37,1848.37,6,1
3053,16,7/17/2023,8/4/2023,8/4/2023,749.79,749.79,3,1
3055,16,11/13/2023,12/3/2023,12/3/2023,1112.31,1112.31,7,1
3056,10,12/10/2023,12/26/2023,12/26/2023,1499.78,1499.78,2,1
3062,7,8/29/2023,9/15/2023,9/15/2023,1085.28,1085.28,12,1
3065,7,10/19/2023,11/6/2023,11/6/2023,31.0175,124.07,8,4
3068,13,8/8/2023,8/24/2023,8/24/2023,156.042,780.21,5,5
3071,3,12/23/2023,1/12/2024,1/12/2024,401.235,1604.94,12,4
3073,5,9/22/2023,10/7/2023,10/7/2023,42.58833333,255.53,5,6
3076,25,8/3/2023,8/20/2023,8/20/2023,515.54,515.54,11,1
3077,15,10/21/2023,11/6/2023,11/6/2023,493.26,1479.78,5,3
3078,15,8/31/2023,9/16/2023,9/16/2023,87.405,349.62,4,4
3085,18,11/3/2023,11/21/2023,11/21/2023,964.03,964.03,6,1
3090,29,12/6/2023,12/24/2023,12/24/2023,255.6483333,1533.89,6,6
3091,19,7/30/2023,8/18/2023,8/18/2023,160.62,642.48,11,4
3093,19,11/30/2023,12/17/2023,12/17/2023,1214.16,1214.16,11,1
3099,15,10/21/2023,11/7/2023,11/7/2023,1490.39,1490.39,5,1
3102,13,12/3/2023,12/23/2023,12/23/2023,625.89,625.89,3,1
3103,3,10/30/2023,11/15/2023,11/15/2023,95.84857143,670.94,1,7
3108,5,12/21/2023,1/10/2024,1/10/2024,1414.48,1414.48,7,1
3109,21,7/2/2023,7/17/2023,7/17/2023,1644.09,1644.09,3,1
3114,5,12/7/2023,12/22/2023,12/22/2023,26.18571429,183.3,10,7
3115,25,10/19/2023,11/8/2023,11/8/2023,869.42,869.42,1,1
3122,14,11/16/2023,12/4/2023,12/4/2023,217.6171429,1523.32,11,7
3136,29,11/18/2023,12/6/2023,12/6/2023,329.5175,1318.07,9,4
3137,22,7/16/2023,8/2/2023,8/2/2023,71.86,503.02,8,7
3140,20,9/23/2023,10/13/2023,10/13/2023,538.29,538.29,2,1
3142,16,12/10/2023,12/29/2023,12/29/2023,1726.48,1726.48,3,1
3144,23,11/6/2023,11/25/2023,11/25/2023,104.4785714,731.35,5,7
3149,22,8/12/2023,8/30/2023,8/30/2023,1343.54,1343.54,3,1
3150,15,10/28/2023,11/12/2023,11/12/2023,215.0016667,1290.01,8,6
3152,28,11/17/2023,12/6/2023,12/6/2023,308.438,1542.19,3,5
3153,19,10/14/2023,10/31/2023,10/31/2023,1138.46,1138.46,6,1
3158,4,8/21/2023,9/7/2023,9/7/2023,449.69,449.69,5,1
3164,20,7/19/2023,8/4/2023,8/4/2023,743.995,1487.99,12,2
3165,17,8/18/2023,9/7/2023,9/7/2023,401.07,802.14,1,2
3172,14,12/27/2023,1/14/2024,1/14/2024,565.2733333,1695.82,9,3
3182,1,12/31/2023,1/20/2024,1/20/2024,544.415,1088.83,1,2
3189,9,8/13/2023,8/31/2023,8/31/2023,962.58,962.58,3,1
3199,22,9/20/2023,10/9/2023,10/9/2023,195.65125,1565.21,9,8
3204,27,7/7/2023,7/26/2023,7/26/2023,349.646,1748.23,3,5
3205,4,10/23/2023,11/8/2023,11/8/2023,262.75,262.75,6,1
3208,28,9/5/2023,9/20/2023,9/20/2023,375.3166667,1125.95,2,3
3210,10,12/30/2023,1/18/2024,1/18/2024,238.556,1192.78,9,5
3217,8,7/3/2023,7/18/2023,7/18/2023,93.8775,375.51,1,4
3218,25,7/21/2023,8/8/2023,8/8/2023,225.2933333,1351.76,10,6
3223,16,11/21/2023,12/9/2023,12/9/2023,848.44,848.44,4,1
3226,9,7/28/2023,8/16/2023,8/16/2023,968.01,968.01,8,1
3227,5,7/19/2023,8/6/2023,8/6/2023,1863.96,1863.96,2,1
3231,3,10/11/2023,10/26/2023,10/26/2023,1772.38,1772.38,3,1
3238,6,10/22/2023,11/9/2023,11/9/2023,1536.02,1536.02,3,1
3239,17,8/6/2023,8/26/2023,8/26/2023,34.27142857,239.9,2,7
3240,29,10/8/2023,10/23/2023,10/23/2023,1769.73,1769.73,1,1
3241,3,12/20/2023,1/7/2024,1/7/2024,1731.67,1731.67,6,1
3247,22,11/25/2023,12/10/2023,12/10/2023,1467.88,1467.88,2,1
3248,2,9/4/2023,9/20/2023,9/20/2023,345.11,345.11,4,1
3250,24,11/19/2023,12/5/2023,12/5/2023,56.7025,226.81,3,4
3255,4,9/1/2023,9/16/2023,9/16/2023,1685.14,1685.14,6,1
3260,16,11/6/2023,11/21/2023,11/21/2023,214.7633333,1288.58,9,6
3261,21,12/30/2023,1/15/2024,1/15/2024,188.7333333,1132.4,1,6
3263,1,11/29/2023,12/14/2023,12/14/2023,120.9925,967.94,7,8
3268,5,12/30/2023,1/15/2024,1/15/2024,268.71,1880.97,9,7
3271,2,7/18/2023,8/7/2023,8/7/2023,1212.23,1212.23,12,1
3273,22,12/30/2023,1/14/2024,1/14/2024,961.42,961.42,2,1
3281,7,7/20/2023,8/9/2023,8/9/2023,77.16875,617.35,11,8
3287,16,10/14/2023,10/29/2023,10/29/2023,970.885,1941.77,2,2
3294,16,11/14/2023,12/3/2023,12/3/2023,1489.78,1489.78,3,1
3298,3,10/14/2023,11/2/2023,11/2/2023,451.75,1355.25,5,3
3303,19,8/29/2023,9/17/2023,9/17/2023,967.265,1934.53,2,2
3304,29,12/15/2023,1/2/2024,1/2/2024,198.73,1391.11,4,7
3314,19,10/29/2023,11/13/2023,11/13/2023,1909.88,1909.88,2,1
3321,30,12/27/2023,1/15/2024,1/15/2024,161.55625,1292.45,7,8
3322,15,12/6/2023,12/23/2023,12/23/2023,471,471,9,1
3323,7,9/23/2023,10/12/2023,10/12/2023,114.25625,914.05,2,8
3324,6,9/6/2023,9/23/2023,9/23/2023,356.38,356.38,6,1
3326,8,10/28/2023,11/13/2023,11/13/2023,1295.55,1295.55,6,1
3335,1,8/3/2023,8/18/2023,8/18/2023,1587.39,1587.39,7,1
3345,2,11/12/2023,11/27/2023,11/27/2023,92.705,370.82,9,4
3348,13,12/7/2023,12/26/2023,12/26/2023,999.69,999.69,7,1
3353,18,11/28/2023,12/18/2023,12/18/2023,1346.32,1346.32,6,1
3356,1,9/19/2023,10/9/2023,10/9/2023,330.8733333,992.62,1,3
3366,8,10/7/2023,10/27/2023,10/27/2023,341.01,341.01,4,1
3368,25,12/6/2023,12/25/2023,12/25/2023,1425.77,1425.77,10,1
3369,23,9/11/2023,9/27/2023,9/27/2023,439.34,439.34,4,1
3371,11,8/8/2023,8/26/2023,8/26/2023,100.8333333,302.5,6,3
3375,19,12/21/2023,1/5/2024,1/5/2024,220.06,440.12,3,2
3378,22,9/30/2023,10/19/2023,10/19/2023,171.488,857.44,11,5
3379,13,10/17/2023,11/1/2023,11/1/2023,453.655,1814.62,2,4
3385,23,10/18/2023,11/5/2023,11/5/2023,108.99,108.99,11,1
3387,11,9/30/2023,10/16/2023,10/16/2023,297.87,1489.35,3,5
3395,17,12/8/2023,12/28/2023,12/28/2023,110.18625,881.49,1,8
3397,15,9/17/2023,10/3/2023,10/3/2023,124.7,124.7,1,1
3398,25,12/16/2023,1/3/2024,1/3/2024,1497.78,1497.78,1,1
3401,30,11/18/2023,12/8/2023,12/8/2023,16.26142857,113.83,1,7
3402,29,11/8/2023,11/25/2023,11/25/2023,798.87,798.87,6,1
3403,30,12/14/2023,12/29/2023,12/29/2023,1603,1603,2,1
3405,5,8/16/2023,9/1/2023,9/1/2023,1849.15,1849.15,1,1
3407,4,11/11/2023,11/29/2023,11/29/2023,71.28285714,498.98,6,7
3420,5,7/14/2023,7/31/2023,7/31/2023,343.255,686.51,12,2
3428,2,9/3/2023,9/23/2023,9/23/2023,1443.66,1443.66,9,1
3433,11,12/3/2023,12/18/2023,12/18/2023,109.3,109.3,6,1
3436,4,10/25/2023,11/12/2023,11/12/2023,252.3775,1009.51,9,4
3441,8,11/26/2023,12/11/2023,12/11/2023,163.1714286,1142.2,6,7
3442,15,10/28/2023,11/14/2023,11/14/2023,449.91,449.91,4,1
3446,28,9/3/2023,9/23/2023,9/23/2023,1284.46,1284.46,6,1
3451,9,10/26/2023,11/13/2023,11/13/2023,453.7,453.7,12,1
3452,29,12/4/2023,12/22/2023,12/22/2023,52.11142857,364.78,5,7
3459,19,9/18/2023,10/4/2023,10/4/2023,703.34,703.34,12,1
3473,18,7/2/2023,7/20/2023,7/20/2023,62.93125,503.45,11,8
3476,7,9/8/2023,9/24/2023,9/24/2023,1793.85,1793.85,4,1
3480,25,11/2/2023,11/18/2023,11/18/2023,207.99,623.97,10,3
3482,4,10/17/2023,11/2/2023,11/2/2023,1686.13,1686.13,10,1
3491,7,9/8/2023,9/27/2023,9/27/2023,203.5575,814.23,4,4
3493,24,9/30/2023,10/20/2023,10/20/2023,199.758,998.79,11,5
3494,4,9/5/2023,9/23/2023,9/23/2023,398.046,1990.23,1,5
3498,19,9/22/2023,10/8/2023,10/8/2023,1309.23,1309.23,9,1
3501,20,9/9/2023,9/28/2023,9/28/2023,37.47857143,262.35,8,7
3508,5,10/16/2023,11/3/2023,11/3/2023,1731.56,1731.56,2,1
3513,6,7/13/2023,8/1/2023,8/1/2023,249.802,1249.01,3,5
3515,7,10/3/2023,10/23/2023,10/23/2023,434.47,434.47,8,1
3516,9,11/17/2023,12/7/2023,12/7/2023,1263.98,1263.98,8,1
3522,24,12/11/2023,12/30/2023,12/30/2023,69.84,209.52,8,3
3524,30,12/1/2023,12/16/2023,12/16/2023,458.32,916.64,5,2
3525,29,12/26/2023,1/10/2024,1/10/2024,814.06,814.06,9,1
3531,29,10/2/2023,10/22/2023,10/22/2023,334.8533333,1004.56,6,3
3533,27,7/2/2023,7/18/2023,7/18/2023,238.768,1193.84,9,5
3540,23,9/3/2023,9/18/2023,9/18/2023,1704.77,1704.77,2,1
3557,13,9/8/2023,9/27/2023,9/27/2023,31.244,156.22,9,5
3558,22,9/15/2023,10/1/2023,10/1/2023,586.97,586.97,10,1
3571,9,9/2/2023,9/21/2023,9/21/2023,1576.27,1576.27,6,1
3572,14,7/24/2023,8/13/2023,8/13/2023,273.3628571,1913.54,6,7
3576,25,9/23/2023,10/13/2023,10/13/2023,675.64,675.64,4,1
3577,25,9/28/2023,10/18/2023,10/18/2023,1183.64,1183.64,12,1
3581,3,11/13/2023,11/29/2023,11/29/2023,207.6975,830.79,12,4
3583,8,8/30/2023,9/16/2023,9/16/2023,1710.97,1710.97,3,1
3586,20,11/13/2023,11/29/2023,11/29/2023,590.61,590.61,11,1
3588,26,7/28/2023,8/13/2023,8/13/2023,310.434,1552.17,7,5
3596,23,9/21/2023,10/6/2023,10/6/2023,322.2725,1289.09,2,4
3600,29,12/14/2023,1/2/2024,1/2/2024,271.8985714,1903.29,2,7
3602,18,8/13/2023,8/30/2023,8/30/2023,690.8,1381.6,8,2
3604,2,11/26/2023,12/15/2023,12/15/2023,1958.5,1958.5,2,1
3608,20,8/8/2023,8/23/2023,8/23/2023,1135.89,1135.89,8,1
3611,11,10/5/2023,10/23/2023,10/23/2023,898.38,1796.76,7,2
3613,20,12/3/2023,12/21/2023,12/21/2023,207.968,1039.84,6,5
3623,30,12/14/2023,12/31/2023,12/31/2023,59.828,299.14,10,5
3628,8,10/11/2023,10/28/2023,10/28/2023,1538.09,1538.09,12,1
3630,25,10/20/2023,11/9/2023,11/9/2023,174.02,696.08,7,4
3631,24,10/10/2023,10/29/2023,10/29/2023,1753.08,1753.08,7,1
3632,2,12/22/2023,1/8/2024,1/8/2024,154.4766667,463.43,2,3
3640,10,10/22/2023,11/9/2023,11/9/2023,69.31,554.48,3,8
3645,4,9/6/2023,9/22/2023,9/22/2023,1685.53,1685.53,6,1
3651,17,9/27/2023,10/13/2023,10/13/2023,408.4725,1633.89,10,4
3653,24,8/27/2023,9/16/2023,9/16/2023,802.06,1604.12,4,2
3654,10,7/22/2023,8/8/2023,8/8/2023,707.21,707.21,6,1
3656,25,12/29/2023,1/18/2024,1/18/2024,1189.23,1189.23,2,1
3658,28,12/18/2023,1/6/2024,1/6/2024,376.234,1881.17,8,5
3660,11,12/10/2023,12/30/2023,12/30/2023,644.66,644.66,2,1
3666,18,12/29/2023,1/14/2024,1/14/2024,1603.21,1603.21,9,1
3668,18,11/5/2023,11/22/2023,11/22/2023,675.24,675.24,10,1
3669,14,11/8/2023,11/27/2023,11/27/2023,33.77,101.31,6,3
3671,20,10/30/2023,11/19/2023,11/19/2023,1178.14,1178.14,11,1
3672,14,8/24/2023,9/9/2023,9/9/2023,1247.44,1247.44,12,1
3679,9,7/10/2023,7/27/2023,7/27/2023,477.67,1433.01,10,3
3680,17,8/1/2023,8/20/2023,8/20/2023,287.2483333,1723.49,5,6
3682,24,7/20/2023,8/4/2023,8/4/2023,116.81,116.81,7,1
3683,10,8/4/2023,8/21/2023,8/21/2023,1725.25,1725.25,4,1
3689,16,12/2/2023,12/19/2023,12/19/2023,1612.13,1612.13,1,1
3698,12,9/21/2023,10/10/2023,10/10/2023,1870.92,1870.92,1,1
3703,25,10/28/2023,11/17/2023,11/17/2023,286.006,1430.03,8,5
3704,30,12/21/2023,1/6/2024,1/6/2024,330.8616667,1985.17,4,6
3706,24,10/26/2023,11/14/2023,11/14/2023,1406.44,1406.44,11,1
3709,24,10/18/2023,11/6/2023,11/6/2023,1644.56,1644.56,3,1
3711,15,12/12/2023,12/29/2023,12/29/2023,685.125,1370.25,8,2
3716,29,10/18/2023,11/3/2023,11/3/2023,813.1,813.1,8,1
3719,29,7/8/2023,7/27/2023,7/27/2023,1405.73,1405.73,10,1
3726,26,12/15/2023,1/3/2024,1/3/2024,884.46,1768.92,3,2
3728,13,7/13/2023,7/31/2023,7/31/2023,455.67,1367.01,1,3
3729,10,12/4/2023,12/19/2023,12/19/2023,441.89,441.89,1,1
3732,13,8/14/2023,9/2/2023,9/2/2023,402.88,805.76,9,2
3737,6,7/6/2023,7/25/2023,7/25/2023,1691.05,1691.05,3,1
3739,23,12/9/2023,12/28/2023,12/28/2023,428.32,428.32,5,1
3741,14,12/5/2023,12/20/2023,12/20/2023,520.2,520.2,4,1
3744,1,10/30/2023,11/15/2023,11/15/2023,929.24,929.24,7,1
3751,22,9/19/2023,10/6/2023,10/6/2023,209.3875,837.55,7,4
3759,30,10/30/2023,11/16/2023,11/16/2023,598.03,598.03,10,1
3767,25,8/19/2023,9/8/2023,9/8/2023,1916.76,1916.76,3,1
3768,22,12/5/2023,12/24/2023,12/24/2023,686.01,686.01,5,1
3769,27,12/14/2023,12/30/2023,12/30/2023,1428.94,1428.94,7,1
3773,11,11/16/2023,12/2/2023,12/2/2023,495.1433333,1485.43,10,3
3778,1,7/8/2023,7/27/2023,7/27/2023,1993.43,1993.43,2,1
3779,28,11/12/2023,11/27/2023,11/27/2023,322.17,322.17,12,1
3783,26,11/14/2023,12/2/2023,12/2/2023,190.748,953.74,1,5
3785,28,11/21/2023,12/9/2023,12/9/2023,1914.76,1914.76,12,1
3789,16,12/2/2023,12/19/2023,12/19/2023,185.8716667,1115.23,3,6
3793,27,12/4/2023,12/19/2023,12/19/2023,393.05,393.05,10,1
3800,18,12/22/2023,1/9/2024,1/9/2024,1177.69,1177.69,3,1
3807,26,7/9/2023,7/27/2023,7/27/2023,75.54,151.08,4,2
3808,8,11/21/2023,12/6/2023,12/6/2023,242,1452,11,6
3814,20,9/14/2023,10/1/2023,10/1/2023,372.22,372.22,6,1
3815,22,7/6/2023,7/25/2023,7/25/2023,684.38,684.38,1,1
3816,28,11/24/2023,12/9/2023,12/9/2023,196.74,1180.44,1,6
3821,4,9/22/2023,10/11/2023,10/11/2023,1077.25,1077.25,4,1
3822,16,8/28/2023,9/14/2023,9/14/2023,897.975,1795.95,4,2
3829,28,12/14/2023,12/31/2023,12/31/2023,158.4271429,1108.99,7,7
3836,25,8/6/2023,8/25/2023,8/25/2023,730.81,730.81,3,1
3841,18,7/24/2023,8/8/2023,8/8/2023,326.9483333,1961.69,3,6
3842,2,7/1/2023,7/17/2023,7/17/2023,1066.88,1066.88,9,1
3844,9,12/18/2023,1/5/2024,1/5/2024,1660.65,1660.65,1,1
3850,24,9/8/2023,9/23/2023,9/23/2023,129.8975,1039.18,9,8
3851,6,10/5/2023,10/24/2023,10/24/2023,331.234,1656.17,2,5
3852,28,10/17/2023,11/2/2023,11/2/2023,330.605,1983.63,5,6
3859,20,11/15/2023,12/1/2023,12/1/2023,203.43,610.29,5,3
3872,21,10/23/2023,11/9/2023,11/9/2023,1614.08,1614.08,11,1
3874,8,12/11/2023,12/29/2023,12/29/2023,544.75,544.75,6,1
3879,24,10/9/2023,10/26/2023,10/26/2023,1274.35,1274.35,7,1
3882,28,10/17/2023,11/4/2023,11/4/2023,164.745,1317.96,11,8
3883,11,10/29/2023,11/18/2023,11/18/2023,740.73,740.73,10,1
3884,11,12/27/2023,1/12/2024,1/12/2024,1837.21,1837.21,7,1
3885,6,8/25/2023,9/13/2023,9/13/2023,1202.68,1202.68,12,1
3891,20,10/17/2023,11/4/2023,11/4/2023,97.16625,777.33,12,8
3892,21,8/24/2023,9/13/2023,9/13/2023,152.9685714,1070.78,6,7
3895,19,7/21/2023,8/5/2023,8/5/2023,201.0416667,1206.25,9,6
3896,11,12/24/2023,1/12/2024,1/12/2024,22.17571429,155.23,12,7
3901,14,12/30/2023,1/18/2024,1/18/2024,575.16,575.16,11,1
3923,27,12/27/2023,1/14/2024,1/14/2024,197.36625,1578.93,4,8
3925,21,10/28/2023,11/16/2023,11/16/2023,507.79,507.79,10,1
3930,14,8/23/2023,9/12/2023,9/12/2023,312.01,312.01,11,1
3935,26,9/26/2023,10/12/2023,10/12/2023,1018.37,1018.37,8,1
3937,13,12/21/2023,1/6/2024,1/6/2024,1220.16,1220.16,3,1
3938,21,8/15/2023,8/30/2023,8/30/2023,394.078,1970.39,8,5
3949,29,11/24/2023,12/11/2023,12/11/2023,35.07714286,245.54,8,7
3952,15,11/28/2023,12/17/2023,12/17/2023,1241.85,1241.85,8,1
3953,20,9/23/2023,10/10/2023,10/10/2023,60.56666667,363.4,8,6
3956,1,7/10/2023,7/29/2023,7/29/2023,244.4925,1955.94,5,8
3958,11,12/14/2023,1/2/2024,1/2/2024,743.89,1487.78,10,2
3959,11,7/30/2023,8/19/2023,8/19/2023,1518.86,1518.86,3,1
3962,6,12/11/2023,12/27/2023,12/27/2023,186.2957143,1304.07,5,7
3968,7,9/14/2023,9/30/2023,9/30/2023,639.115,1278.23,12,2
3970,6,10/17/2023,11/3/2023,11/3/2023,303.63,303.63,4,1
3971,4,12/5/2023,12/21/2023,12/21/2023,1356,1356,11,1
3978,25,9/23/2023,10/9/2023,10/9/2023,1044.31,1044.31,12,1
3979,10,11/13/2023,11/29/2023,11/29/2023,279.5142857,1956.6,11,7
3980,27,9/27/2023,10/16/2023,10/16/2023,1568.69,1568.69,4,1
3981,24,8/11/2023,8/31/2023,8/31/2023,77.93,545.51,3,7
3983,14,8/13/2023,8/28/2023,8/28/2023,190.08,380.16,4,2
3996,13,12/28/2023,1/14/2024,1/14/2024,189.0242857,1323.17,7,7
3999,7,7/16/2023,8/1/2023,8/1/2023,782.995,1565.99,1,2
4000,24,7/2/2023,7/21/2023,7/21/2023,298.1233333,894.37,10,3
4005,23,8/29/2023,9/15/2023,9/15/2023,111.9025,447.61,4,4
4009,18,12/17/2023,1/4/2024,1/4/2024,105.47,105.47,5,1
4011,13,11/2/2023,11/19/2023,11/19/2023,52.51666667,315.1,1,6
4019,14,8/11/2023,8/29/2023,8/29/2023,1596.38,1596.38,5,1
4020,1,9/15/2023,10/5/2023,10/5/2023,40.875,163.5,3,4
4026,3,11/22/2023,12/7/2023,12/7/2023,1717.59,1717.59,10,1
4029,17,9/1/2023,9/20/2023,9/20/2023,452.03,452.03,3,1
4034,20,12/26/2023,1/10/2024,1/10/2024,160.58,642.32,9,4
4036,1,11/21/2023,12/8/2023,12/8/2023,104.565,418.26,11,4
4038,20,10/23/2023,11/10/2023,11/10/2023,484.76,484.76,7,1
4039,15,12/3/2023,12/21/2023,12/21/2023,1912.95,1912.95,7,1
4042,7,7/7/2023,7/27/2023,7/27/2023,628.6033333,1885.81,10,3
4044,25,7/26/2023,8/14/2023,8/14/2023,354.278,1771.39,7,5
4049,12,10/18/2023,11/3/2023,11/3/2023,527.17,1054.34,7,2
4050,2,9/29/2023,10/19/2023,10/19/2023,1263.77,1263.77,11,1
4065,5,11/21/2023,12/11/2023,12/11/2023,626.3733333,1879.12,12,3
4066,17,10/5/2023,10/25/2023,10/25/2023,134.0285714,938.2,11,7
4080,12,9/28/2023,10/13/2023,10/13/2023,173.8666667,521.6,8,3
4083,24,10/23/2023,11/7/2023,11/7/2023,236.16125,1889.29,8,8
4087,15,9/9/2023,9/27/2023,9/27/2023,37.495,224.97,10,6
4091,19,11/26/2023,12/11/2023,12/11/2023,425.8233333,1277.47,5,3
4103,1,11/6/2023,11/24/2023,11/24/2023,1108.83,1108.83,5,1
4108,12,11/26/2023,12/15/2023,12/15/2023,191.92,1151.52,10,6
4110,24,7/4/2023,7/19/2023,7/19/2023,387.5066667,1162.52,5,3
4115,7,11/19/2023,12/5/2023,12/5/2023,286.7816667,1720.69,8,6
4124,18,11/25/2023,12/12/2023,12/12/2023,1337.54,1337.54,1,1
4141,29,8/14/2023,9/3/2023,9/3/2023,713.58,1427.16,1,2
4142,29,8/13/2023,8/31/2023,8/31/2023,230.51,1613.57,4,7
4148,29,11/24/2023,12/10/2023,12/10/2023,1051.96,1051.96,3,1
4149,10,11/18/2023,12/6/2023,12/6/2023,148.234,741.17,12,5
4154,22,9/1/2023,9/19/2023,9/19/2023,391.69,391.69,3,1
4155,6,10/14/2023,11/1/2023,11/1/2023,309.61,309.61,2,1
4157,2,10/2/2023,10/18/2023,10/18/2023,153.698,768.49,4,5
4166,4,12/31/2023,1/18/2024,1/18/2024,438.2675,1753.07,1,4
4171,29,8/14/2023,9/3/2023,9/3/2023,426.5075,1706.03,8,4
4174,20,12/23/2023,1/11/2024,1/11/2024,281.7966667,1690.78,11,6
4175,15,12/11/2023,12/30/2023,12/30/2023,205.132,1025.66,10,5
4179,20,11/17/2023,12/6/2023,12/6/2023,121.95,731.7,10,6
4184,22,9/16/2023,10/2/2023,10/2/2023,72.36333333,434.18,1,6
4185,23,7/14/2023,8/1/2023,8/1/2023,286.838,1434.19,11,5
4190,9,10/13/2023,10/30/2023,10/30/2023,454.9333333,1364.8,6,3
4196,13,11/19/2023,12/5/2023,12/5/2023,1068.32,1068.32,8,1
4203,27,11/27/2023,12/15/2023,12/15/2023,135.5925,542.37,2,4
4211,9,7/13/2023,7/29/2023,7/29/2023,1688.56,1688.56,8,1
4213,29,7/19/2023,8/8/2023,8/8/2023,250.3783333,1502.27,6,6
4214,5,9/30/2023,10/19/2023,10/19/2023,808.68,808.68,3,1
4225,21,12/29/2023,1/14/2024,1/14/2024,1310.04,1310.04,4,1
4229,30,7/27/2023,8/13/2023,8/13/2023,1693.44,1693.44,5,1
4233,10,8/21/2023,9/8/2023,9/8/2023,1599.68,1599.68,10,1
4242,4,7/30/2023,8/18/2023,8/18/2023,1328.46,1328.46,10,1
4243,17,12/22/2023,1/9/2024,1/9/2024,564.6866667,1694.06,10,3
4247,11,12/6/2023,12/22/2023,12/22/2023,1575.07,1575.07,4,1
4250,3,8/31/2023,9/16/2023,9/16/2023,1730.39,1730.39,5,1
4252,9,9/26/2023,10/12/2023,10/12/2023,1524.67,1524.67,11,1
4255,20,10/26/2023,11/15/2023,11/15/2023,270.8066667,1624.84,11,6
4267,28,12/19/2023,1/4/2024,1/4/2024,1276.22,1276.22,5,1
4273,13,10/1/2023,10/20/2023,10/20/2023,1806.64,1806.64,2,1
4276,25,7/27/2023,8/11/2023,8/11/2023,691.485,1382.97,2,2
4285,5,11/7/2023,11/24/2023,11/24/2023,341.57,1024.71,4,3
4295,26,10/9/2023,10/25/2023,10/25/2023,564.06,1692.18,2,3
4297,23,9/28/2023,10/17/2023,10/17/2023,653.46,1960.38,12,3
4301,2,12/21/2023,1/8/2024,1/8/2024,431.82,431.82,10,1
4303,30,8/5/2023,8/22/2023,8/22/2023,1250.46,1250.46,9,1
4304,13,9/5/2023,9/21/2023,9/21/2023,142.0942857,994.66,8,7
4310,18,8/14/2023,8/30/2023,8/30/2023,1426.48,1426.48,3,1
