booking_id,destination_id,booking_date,travel_start_date,travel_end_date,price_per_person,total_price,duration_hrs,number_of_participants
2789,24,4/11/2023,5/15/2023,5/15/2023,1982.54,1982.54,15,1
2793,29,5/25/2023,7/14/2023,7/14/2023,70.88857143,496.22,7,7
2795,30,5/24/2023,7/17/2023,7/19/2023,89.875,359.5,60,4
2799,2,3/29/2023,5/4/2023,5/4/2023,371.51,371.51,5,1
2806,13,8/11/2023,9/12/2023,9/14/2023,1869.12,1869.12,69,1
2813,10,7/6/2023,8/7/2023,8/7/2023,76.55,229.65,13,3
2814,30,10/26/2023,12/16/2023,12/18/2023,271.09,1355.45,59,5
2820,15,11/18/2023,12/31/2023,1/1/2024,1418.76,1418.76,34,1
2822,25,10/31/2023,12/21/2023,12/23/2023,332,332,51,1
2823,5,8/13/2023,9/14/2023,9/15/2023,205.872,1029.36,47,5
2824,21,10/3/2023,11/5/2023,11/5/2023,1148.32,1148.32,17,1
2828,13,9/4/2023,10/16/2023,10/18/2023,872.56,872.56,59,1
2834,25,12/2/2023,1/28/2024,1/28/2024,1894.93,1894.93,20,1
2840,26,11/25/2023,12/28/2023,12/29/2023,452.1225,1808.49,24,4
2842,15,9/30/2023,11/4/2023,11/5/2023,658.03,658.03,38,1
2849,13,9/4/2023,10/6/2023,10/7/2023,1828.76,1828.76,28,1
2851,19,11/11/2023,12/29/2023,12/31/2023,250.5557143,1753.89,60,7
2852,23,9/5/2023,10/21/2023,10/23/2023,285.37,1426.85,65,5
2853,10,7/14/2023,8/14/2023,8/16/2023,1340.87,1340.87,65,1
2855,3,8/6/2023,9/30/2023,9/30/2023,711.77,711.77,2,1
2856,21,9/11/2023,11/2/2023,11/4/2023,40.84,326.72,50,8
2860,1,11/11/2023,12/30/2023,12/31/2023,1555.94,1555.94,41,1
2865,26,12/18/2023,2/9/2024,2/10/2024,1543.58,1543.58,47,1
2866,13,11/2/2023,12/4/2023,12/6/2023,60.755,486.04,58,8
2874,28,7/3/2023,9/1/2023,9/2/2023,503.985,1007.97,43,2
2876,13,7/18/2023,9/7/2023,9/7/2023,180.29,1442.32,3,8
2883,4,12/13/2023,1/27/2024,1/29/2024,545.6966667,1637.09,62,3
2891,4,7/11/2023,8/13/2023,8/14/2023,77.19,385.95,39,5
2892,19,11/30/2023,12/31/2023,1/2/2024,24.12,168.84,54,7
2893,19,11/18/2023,12/21/2023,12/21/2023,951.84,951.84,1,1
2898,22,8/15/2023,10/10/2023,10/12/2023,46.278,231.39,49,5
2899,30,12/20/2023,1/23/2024,1/23/2024,100.5683333,603.41,22,6
2901,4,7/25/2023,8/30/2023,8/31/2023,411.71,823.42,40,2
2905,1,9/22/2023,11/10/2023,11/12/2023,108.735,869.88,71,8
2907,5,7/14/2023,8/16/2023,8/18/2023,176.17,176.17,53,1
2908,22,8/3/2023,9/16/2023,9/16/2023,65.318,326.59,5,5
2910,2,9/20/2023,11/13/2023,11/13/2023,321.79,1608.95,1,5
2915,19,7/24/2023,9/19/2023,9/20/2023,1104.76,1104.76,45,1
2918,5,11/23/2023,12/27/2023,12/29/2023,376.53,376.53,69,1
2919,14,11/3/2023,1/2/2024,1/2/2024,153.114,765.57,12,5
2921,8,7/8/2023,8/7/2023,8/9/2023,1963.46,1963.46,65,1
2923,1,8/1/2023,9/27/2023,9/27/2023,358.3825,1433.53,10,4
2925,1,7/4/2023,8/18/2023,8/19/2023,1863.19,1863.19,41,1
2930,1,9/3/2023,10/26/2023,10/27/2023,514.41,514.41,40,1
2936,8,10/5/2023,11/25/2023,11/26/2023,69.76875,558.15,46,8
2948,23,12/12/2023,1/16/2024,1/18/2024,726.88,726.88,70,1
2952,9,9/1/2023,10/5/2023,10/6/2023,1306.92,1306.92,30,1
2957,16,11/10/2023,12/15/2023,12/15/2023,396.02,396.02,16,1
2960,26,9/18/2023,11/5/2023,11/7/2023,308.85,617.7,60,2
2965,29,7/16/2023,9/2/2023,9/4/2023,432.45,1297.35,64,3
2974,20,12/18/2023,1/23/2024,1/25/2024,1288.5,1288.5,70,1
2980,30,7/30/2023,9/16/2023,9/16/2023,544.0366667,1632.11,15,3
2986,29,8/29/2023,10/1/2023,10/2/2023,283.5266667,1701.16,31,6
2987,26,11/25/2023,12/29/2023,12/31/2023,651.36,651.36,62,1
2988,3,8/7/2023,9/26/2023,9/28/2023,152.97375,1223.79,61,8
2995,25,9/28/2023,11/20/2023,11/21/2023,378.81,378.81,35,1
3000,8,10/20/2023,11/27/2023,11/28/2023,131.572,657.86,36,5
3010,6,9/1/2023,10/19/2023,10/20/2023,449.65,449.65,27,1
3011,22,12/5/2023,1/25/2024,1/26/2024,831.7,831.7,38,1
3016,5,10/18/2023,11/18/2023,11/19/2023,986.015,1972.03,26,2
3017,27,9/7/2023,10/17/2023,10/17/2023,559.59,1678.77,20,3
3019,3,10/6/2023,11/27/2023,11/27/2023,179.1157143,1253.81,9,7
3020,3,11/2/2023,12/6/2023,12/8/2023,645.02,1935.06,58,3
3021,25,8/7/2023,9/27/2023,9/28/2023,783.76,1567.52,32,2
3025,18,7/19/2023,8/25/2023,8/25/2023,680.33,1360.66,20,2
3030,23,12/10/2023,2/7/2024,2/7/2024,204.71,204.71,15,1
3035,14,12/2/2023,1/31/2024,2/1/2024,572.93,572.93,43,1
3036,29,9/3/2023,10/3/2023,10/4/2023,310.78,310.78,37,1
3042,21,7/28/2023,9/25/2023,9/25/2023,463.64,463.64,6,1
3047,2,9/16/2023,10/30/2023,11/1/2023,251.4614286,1760.23,67,7
3050,24,12/2/2023,1/25/2024,1/26/2024,1519.24,1519.24,47,1
3054,28,12/18/2023,1/23/2024,1/25/2024,1870.35,1870.35,61,1
3060,5,10/17/2023,12/9/2023,12/9/2023,411.61,411.61,17,1
3063,2,11/28/2023,12/28/2023,12/30/2023,455.985,911.97,67,2
3070,8,12/31/2023,2/12/2024,2/14/2024,405.09,1620.36,61,4
3074,23,12/26/2023,2/9/2024,2/9/2024,765.78,765.78,5,1
3080,27,10/7/2023,11/22/2023,11/22/2023,112.64,225.28,11,2
3081,16,8/29/2023,10/25/2023,10/25/2023,274.09,548.18,6,2
3082,16,7/16/2023,8/19/2023,8/20/2023,366.1375,1464.55,24,4
3083,1,9/7/2023,11/5/2023,11/5/2023,92.09333333,276.28,1,3
3088,26,11/28/2023,1/6/2024,1/7/2024,35.7175,142.87,27,4
3097,13,9/26/2023,11/17/2023,11/18/2023,400.93,801.86,38,2
3098,10,7/8/2023,8/26/2023,8/28/2023,152.3016667,913.81,49,6
3100,9,10/1/2023,11/26/2023,11/27/2023,90.39,451.95,37,5
3104,4,11/24/2023,12/24/2023,12/25/2023,212.34,1274.04,25,6
3105,10,8/5/2023,9/22/2023,9/23/2023,28.412,142.06,24,5
3106,10,12/5/2023,1/4/2024,1/6/2024,233.62,1635.34,62,7
3119,11,10/7/2023,11/27/2023,11/27/2023,154.4228571,1080.96,4,7
3120,19,10/18/2023,12/11/2023,12/12/2023,424.2,1272.6,46,3
3121,6,10/17/2023,12/7/2023,12/7/2023,1896.71,1896.71,22,1
3123,20,12/31/2023,2/28/2024,2/28/2024,179.152,895.76,2,5
3124,23,11/24/2023,1/20/2024,1/22/2024,985.17,985.17,50,1
3128,1,8/23/2023,10/6/2023,10/6/2023,1262.66,1262.66,6,1
3130,28,9/12/2023,11/8/2023,11/9/2023,411.44,411.44,43,1
3131,27,12/18/2023,1/30/2024,1/31/2024,1869.18,1869.18,29,1
3135,26,10/12/2023,11/12/2023,11/14/2023,346.41,346.41,56,1
3143,13,10/17/2023,11/24/2023,11/24/2023,104.3,625.8,9,6
3145,23,10/1/2023,11/2/2023,11/2/2023,128.03,896.21,20,7
3159,28,10/2/2023,11/2/2023,11/2/2023,439.1433333,1317.43,16,3
3167,11,8/4/2023,9/28/2023,9/30/2023,570.09,1710.27,61,3
3171,29,10/4/2023,11/24/2023,11/24/2023,411.44,1645.76,14,4
3174,17,7/13/2023,9/3/2023,9/3/2023,711.215,1422.43,7,2
3179,28,7/1/2023,8/8/2023,8/9/2023,1739.23,1739.23,27,1
3180,21,11/16/2023,1/10/2024,1/11/2024,111.445,445.78,34,4
3181,28,8/14/2023,9/20/2023,9/21/2023,156.9875,1255.9,35,8
3183,8,10/4/2023,11/12/2023,11/12/2023,472.155,944.31,5,2
3186,16,12/18/2023,2/13/2024,2/14/2024,349.47,698.94,41,2
3187,14,12/19/2023,1/25/2024,1/26/2024,1110.93,1110.93,29,1
3190,21,10/19/2023,11/27/2023,11/28/2023,934.83,934.83,32,1
3191,13,12/15/2023,1/17/2024,1/17/2024,1052.46,1052.46,13,1
3192,28,9/12/2023,10/31/2023,10/31/2023,102.25375,818.03,8,8
3211,25,9/2/2023,10/28/2023,10/30/2023,1201.85,1201.85,58,1
3212,14,8/8/2023,9/19/2023,9/21/2023,1867.58,1867.58,61,1
3220,15,10/29/2023,12/25/2023,12/26/2023,1330.67,1330.67,38,1
3222,17,10/30/2023,12/5/2023,12/6/2023,177.5466667,532.64,33,3
3233,4,12/21/2023,2/11/2024,2/11/2024,160.93,160.93,14,1
3234,21,8/26/2023,10/17/2023,10/19/2023,944.86,944.86,58,1
3237,22,8/9/2023,9/22/2023,9/23/2023,114.49,572.45,47,5
3245,24,11/20/2023,1/18/2024,1/20/2024,87.87,263.61,71,3
3246,26,8/12/2023,9/27/2023,9/28/2023,57.215,457.72,36,8
3251,25,10/30/2023,12/3/2023,12/5/2023,319.5633333,1917.38,69,6
3253,23,7/9/2023,8/24/2023,8/26/2023,978.76,1957.52,50,2
3257,15,12/5/2023,1/27/2024,1/28/2024,1799.03,1799.03,24,1
3266,14,12/29/2023,2/16/2024,2/18/2024,1147.52,1147.52,54,1
3267,30,10/8/2023,11/10/2023,11/11/2023,126.7,126.7,33,1
3270,3,7/23/2023,9/2/2023,9/2/2023,145.26125,1162.09,1,8
3293,17,10/12/2023,11/25/2023,11/27/2023,70.36833333,422.21,53,6
3296,19,11/9/2023,12/28/2023,12/28/2023,245.222,1226.11,11,5
3299,26,10/5/2023,11/25/2023,11/25/2023,211.0125,1688.1,1,8
3300,26,8/31/2023,10/22/2023,10/23/2023,304.4933333,1826.96,35,6
3301,23,11/30/2023,1/6/2024,1/6/2024,302.8425,1211.37,6,4
3309,15,11/20/2023,1/12/2024,1/13/2024,1843.53,1843.53,47,1
3310,23,7/21/2023,8/28/2023,8/29/2023,1938.68,1938.68,29,1
3315,10,10/7/2023,11/11/2023,11/11/2023,230.26125,1842.09,11,8
3316,15,8/27/2023,10/4/2023,10/5/2023,73.16571429,512.16,41,7
3317,29,11/4/2023,12/18/2023,12/20/2023,249.52375,1996.19,67,8
3318,2,9/27/2023,11/18/2023,11/20/2023,216.09125,1728.73,71,8
3320,11,11/15/2023,12/21/2023,12/21/2023,479.21,479.21,21,1
3325,7,7/6/2023,8/28/2023,8/28/2023,837.095,1674.19,2,2
3328,27,8/26/2023,10/23/2023,10/24/2023,252.46,252.46,27,1
3331,12,12/9/2023,1/30/2024,1/31/2024,1728.11,1728.11,25,1
3333,17,8/20/2023,9/19/2023,9/19/2023,800.03,800.03,15,1
3334,10,12/23/2023,1/29/2024,1/29/2024,80.91285714,566.39,12,7
3336,9,12/13/2023,2/2/2024,2/4/2024,167.5925,1340.74,57,8
3337,26,11/2/2023,12/14/2023,12/16/2023,515.33,515.33,49,1
3340,20,12/8/2023,2/5/2024,2/5/2024,549.66,549.66,6,1
3344,5,10/23/2023,12/7/2023,12/9/2023,162.04,162.04,63,1
3350,10,11/30/2023,1/12/2024,1/13/2024,637.8733333,1913.62,38,3
3352,30,7/4/2023,8/23/2023,8/24/2023,122.1371429,854.96,46,7
3359,11,10/13/2023,11/29/2023,11/29/2023,208.165,416.33,21,2
3362,25,7/12/2023,8/23/2023,8/23/2023,231.612,1158.06,22,5
3363,2,12/17/2023,1/30/2024,1/30/2024,974.405,1948.81,17,2
3370,19,9/10/2023,10/21/2023,10/22/2023,228.2433333,684.73,31,3
3376,6,11/20/2023,1/18/2024,1/18/2024,192.1633333,576.49,13,3
3383,5,9/19/2023,11/3/2023,11/3/2023,225.3,1802.4,22,8
3388,17,10/17/2023,12/4/2023,12/6/2023,194.8485714,1363.94,67,7
3390,8,12/24/2023,2/4/2024,2/5/2024,1526.62,1526.62,42,1
3400,30,10/19/2023,11/30/2023,11/30/2023,1336.12,1336.12,1,1
3411,4,11/16/2023,12/28/2023,12/30/2023,244.1,976.4,69,4
3412,26,9/30/2023,11/28/2023,11/28/2023,236.78,1657.46,9,7
3417,7,12/1/2023,1/2/2024,1/3/2024,501.43,501.43,37,1
3418,20,12/30/2023,2/8/2024,2/10/2024,327.835,655.67,53,2
3423,23,9/5/2023,10/27/2023,10/27/2023,165.46,827.3,7,5
3424,16,9/2/2023,10/13/2023,10/15/2023,1150.54,1150.54,53,1
3430,13,11/27/2023,1/10/2024,1/11/2024,1929.89,1929.89,39,1
3439,29,12/24/2023,2/7/2024,2/8/2024,799.96,799.96,39,1
3440,29,7/19/2023,9/15/2023,9/15/2023,339.07,339.07,21,1
3445,5,12/3/2023,1/28/2024,1/28/2024,437.06,437.06,18,1
3447,26,10/14/2023,11/25/2023,11/26/2023,1936.12,1936.12,33,1
3450,30,8/11/2023,10/5/2023,10/6/2023,310.17,310.17,29,1
3453,22,12/28/2023,2/11/2024,2/12/2024,444.4133333,1333.24,25,3
3455,28,10/20/2023,11/19/2023,11/21/2023,1833.27,1833.27,71,1
3456,5,9/26/2023,11/8/2023,11/8/2023,1282.04,1282.04,8,1
3461,15,12/30/2023,2/2/2024,2/2/2024,202.71875,1621.75,15,8
3462,5,10/31/2023,12/15/2023,12/17/2023,266.5285714,1865.7,53,7
3464,9,12/1/2023,1/16/2024,1/16/2024,854.45,854.45,19,1
3466,20,11/11/2023,12/12/2023,12/12/2023,847.41,847.41,16,1
3468,7,8/15/2023,10/7/2023,10/7/2023,749.96,749.96,5,1
3470,17,10/26/2023,12/18/2023,12/19/2023,62.87666667,377.26,39,6
3472,3,12/28/2023,2/16/2024,2/17/2024,145.5175,1164.14,29,8
3481,19,8/6/2023,9/12/2023,9/13/2023,186.74,1120.44,35,6
3492,11,9/14/2023,10/26/2023,10/26/2023,150.7116667,904.27,18,6
3496,26,9/3/2023,10/19/2023,10/20/2023,1369.82,1369.82,28,1
3497,22,11/29/2023,1/8/2024,1/10/2024,1318.69,1318.69,54,1
3500,10,10/14/2023,11/27/2023,11/29/2023,223.34,223.34,66,1
3502,9,9/14/2023,10/20/2023,10/20/2023,1481.09,1481.09,12,1
3503,4,11/24/2023,1/7/2024,1/7/2024,166.8866667,1001.32,3,6
3519,5,10/29/2023,12/2/2023,12/3/2023,470.21,470.21,37,1
3529,15,11/4/2023,1/1/2024,1/3/2024,1207.6,1207.6,66,1
3532,26,11/1/2023,12/29/2023,12/31/2023,1055.9,1055.9,56,1
3539,19,9/4/2023,10/14/2023,10/15/2023,922.63,922.63,47,1
3542,11,12/4/2023,2/1/2024,2/3/2024,295.7683333,1774.61,55,6
3544,18,12/9/2023,1/27/2024,1/28/2024,1087.94,1087.94,36,1
3545,1,9/19/2023,11/4/2023,11/5/2023,173.9966667,521.99,28,3
3546,22,12/27/2023,2/15/2024,2/16/2024,782.855,1565.71,32,2
3549,29,7/25/2023,9/23/2023,9/24/2023,223.9266667,1343.56,45,6
3551,11,10/29/2023,12/23/2023,12/25/2023,332.33,664.66,59,2
3563,25,8/3/2023,9/21/2023,9/22/2023,1859.37,1859.37,42,1
3565,21,9/11/2023,10/30/2023,11/1/2023,1431.77,1431.77,69,1
3566,1,8/10/2023,9/21/2023,9/21/2023,319.598,1597.99,2,5
3567,20,9/28/2023,11/9/2023,11/10/2023,141.085,846.51,25,6
3569,2,7/8/2023,8/18/2023,8/20/2023,973.725,1947.45,60,2
3573,9,11/15/2023,1/6/2024,1/6/2024,348.0675,1392.27,14,4
3574,29,8/16/2023,9/29/2023,9/30/2023,822.525,1645.05,34,2
3575,11,12/15/2023,2/9/2024,2/10/2024,161.1757143,1128.23,38,7
3578,5,9/22/2023,11/18/2023,11/19/2023,83.78166667,502.69,33,6
3579,17,11/4/2023,12/19/2023,12/20/2023,206.9714286,1448.8,45,7
3580,5,9/20/2023,10/31/2023,11/2/2023,326.48,1632.4,67,5
3584,8,12/27/2023,2/10/2024,2/10/2024,1533.33,1533.33,19,1
3589,20,8/18/2023,10/15/2023,10/15/2023,111.7328571,782.13,1,7
3590,13,7/16/2023,9/11/2023,9/11/2023,1413.09,1413.09,23,1
3592,27,8/22/2023,9/26/2023,9/29/2023,208.62,208.62,72,1
3594,17,8/4/2023,9/3/2023,9/4/2023,114.1642857,799.15,35,7
3601,24,11/11/2023,12/30/2023,12/31/2023,816.3,816.3,39,1
3607,10,8/17/2023,9/25/2023,9/27/2023,109.14,109.14,55,1
3615,14,12/24/2023,2/10/2024,2/11/2024,1863.14,1863.14,38,1
3617,4,11/18/2023,12/28/2023,12/30/2023,1712.29,1712.29,67,1
3624,22,11/27/2023,1/25/2024,1/28/2024,1717.58,1717.58,72,1
3626,4,7/28/2023,9/25/2023,9/27/2023,160.6166667,963.7,52,6
3635,27,9/1/2023,10/31/2023,11/2/2023,1804.74,1804.74,48,1
3642,10,8/21/2023,9/24/2023,9/24/2023,205.85,205.85,14,1
3647,3,8/18/2023,9/25/2023,9/25/2023,75.39875,603.19,17,8
3648,27,8/30/2023,10/5/2023,10/7/2023,1025.57,1025.57,60,1
3652,25,8/28/2023,9/29/2023,10/2/2023,1704.68,1704.68,72,1
3655,5,9/16/2023,11/8/2023,11/9/2023,195.9175,1567.34,45,8
3659,13,9/12/2023,11/11/2023,11/11/2023,1900.41,1900.41,15,1
3661,27,11/21/2023,12/25/2023,12/27/2023,1360.16,1360.16,57,1
3664,18,7/22/2023,9/1/2023,9/1/2023,1152.13,1152.13,9,1
3665,11,12/23/2023,2/21/2024,2/21/2024,412.22,412.22,23,1
3673,8,12/7/2023,1/27/2024,1/28/2024,440.72,440.72,41,1
3684,2,9/1/2023,10/11/2023,10/12/2023,332.97,1331.88,45,4
3685,3,11/1/2023,12/4/2023,12/4/2023,293.3033333,879.91,19,3
3686,16,9/1/2023,10/3/2023,10/4/2023,110.996,554.98,35,5
3690,13,12/27/2023,2/16/2024,2/17/2024,1192.73,1192.73,47,1
3691,19,10/25/2023,12/10/2023,12/11/2023,453.25,453.25,30,1
3696,30,7/10/2023,8/16/2023,8/16/2023,320.85,320.85,1,1
3699,19,7/30/2023,9/9/2023,9/9/2023,626.86,626.86,2,1
3701,1,9/11/2023,10/15/2023,10/16/2023,182.97,1097.82,30,6
3705,6,11/29/2023,1/17/2024,1/17/2024,396.75,396.75,14,1
3707,7,12/12/2023,2/6/2024,2/8/2024,1182.55,1182.55,61,1
3710,30,7/30/2023,9/23/2023,9/23/2023,289.4,1447,20,5
3712,25,11/20/2023,12/20/2023,12/22/2023,1586.82,1586.82,58,1
3715,26,8/8/2023,9/25/2023,9/25/2023,689.56,689.56,5,1
3718,15,12/10/2023,1/24/2024,1/25/2024,497.82,497.82,39,1
3720,23,7/31/2023,9/18/2023,9/19/2023,374.66,1123.98,46,3
3723,1,8/19/2023,10/1/2023,10/3/2023,441.0175,1764.07,60,4
3724,27,10/9/2023,12/2/2023,12/3/2023,112.0166667,672.1,39,6
3725,16,9/9/2023,10/21/2023,10/22/2023,211.2666667,633.8,34,3
3731,7,9/17/2023,10/23/2023,10/25/2023,1263.2,1263.2,51,1
3735,20,12/5/2023,2/1/2024,2/2/2024,133.7,267.4,30,2
3736,3,9/30/2023,11/26/2023,11/26/2023,1727.38,1727.38,2,1
3742,22,11/11/2023,1/1/2024,1/2/2024,230.51,691.53,44,3
3746,22,7/18/2023,8/19/2023,8/20/2023,521.91,521.91,24,1
3749,30,7/25/2023,9/12/2023,9/13/2023,1379.9,1379.9,47,1
3750,5,10/14/2023,11/22/2023,11/22/2023,300.73,1503.65,3,5
3752,16,8/2/2023,9/2/2023,9/2/2023,180.255,1081.53,23,6
3755,10,8/29/2023,10/17/2023,10/17/2023,1612.29,1612.29,10,1
3757,22,9/23/2023,10/27/2023,10/27/2023,358.92,717.84,5,2
3760,2,12/3/2023,1/21/2024,1/21/2024,1684.61,1684.61,2,1
3761,17,7/6/2023,8/27/2023,8/28/2023,1006.75,1006.75,26,1
3763,11,7/2/2023,8/17/2023,8/18/2023,215.05,215.05,26,1
3765,5,12/30/2023,2/28/2024,2/28/2024,1072.26,1072.26,23,1
3770,5,12/17/2023,2/8/2024,2/11/2024,1297.5,1297.5,72,1
3771,26,9/20/2023,10/20/2023,10/22/2023,165.665,662.66,69,4
3777,30,8/31/2023,10/10/2023,10/12/2023,963.72,963.72,64,1
3780,11,12/20/2023,2/8/2024,2/8/2024,246.3433333,739.03,6,3
3781,27,8/12/2023,10/7/2023,10/9/2023,1006.97,1006.97,70,1
3784,2,8/27/2023,10/9/2023,10/9/2023,322.39,1934.34,23,6
3786,7,7/10/2023,8/14/2023,8/15/2023,1543.4,1543.4,42,1
3788,21,7/8/2023,8/13/2023,8/14/2023,380.54,1522.16,25,4
3799,3,7/14/2023,8/13/2023,8/13/2023,392.51,785.02,14,2
3801,17,7/28/2023,9/1/2023,9/2/2023,212.855,425.71,36,2
3802,19,12/28/2023,2/26/2024,2/28/2024,536.88,536.88,69,1
3805,11,11/2/2023,12/5/2023,12/5/2023,177.83,889.15,7,5
3806,18,7/13/2023,9/2/2023,9/2/2023,840.42,840.42,12,1
3809,21,10/8/2023,11/29/2023,11/30/2023,821.41,821.41,44,1
3811,26,12/28/2023,2/6/2024,2/6/2024,124.025,496.1,12,4
3813,2,10/5/2023,11/22/2023,11/24/2023,216.19,216.19,69,1
3824,12,7/3/2023,8/7/2023,8/9/2023,441.62,1324.86,68,3
3825,11,12/31/2023,2/10/2024,2/10/2024,844,844,17,1
3826,6,10/15/2023,12/7/2023,12/8/2023,114.04,114.04,25,1
3834,29,7/2/2023,8/1/2023,8/3/2023,194.49,972.45,62,5
3847,18,9/25/2023,11/14/2023,11/15/2023,258.58,258.58,44,1
3853,1,10/30/2023,12/7/2023,12/9/2023,57.05857143,399.41,68,7
3855,3,12/29/2023,2/9/2024,2/11/2024,1834.66,1834.66,54,1
3856,7,7/1/2023,8/27/2023,8/28/2023,405.39,405.39,35,1
3858,13,8/8/2023,9/8/2023,9/9/2023,113.65,681.9,37,6
3864,8,10/12/2023,11/12/2023,11/13/2023,152.89375,1223.15,41,8
3866,2,9/1/2023,10/30/2023,10/31/2023,305.41,305.41,29,1
3870,19,12/26/2023,2/16/2024,2/17/2024,46.57666667,279.46,46,6
3873,19,9/8/2023,10/27/2023,10/27/2023,17.05333333,102.32,5,6
3876,24,10/6/2023,11/6/2023,11/7/2023,249.0625,996.25,41,4
3880,9,10/21/2023,12/4/2023,12/6/2023,1733.34,1733.34,49,1
3893,11,8/11/2023,10/1/2023,10/1/2023,328.74,328.74,21,1
3900,27,12/6/2023,1/19/2024,1/20/2024,1249.02,1249.02,35,1
3903,22,10/24/2023,12/4/2023,12/4/2023,382.2,382.2,9,1
3905,29,11/7/2023,12/28/2023,12/29/2023,326.3766667,979.13,35,3
3906,22,8/7/2023,9/23/2023,9/23/2023,1669.17,1669.17,6,1
3913,29,8/29/2023,10/24/2023,10/26/2023,308.3616667,1850.17,54,6
3915,3,11/28/2023,1/14/2024,1/15/2024,1144.01,1144.01,29,1
3916,4,8/5/2023,9/29/2023,10/1/2023,277.7316667,1666.39,61,6
3917,23,11/16/2023,1/10/2024,1/12/2024,315.9833333,947.95,49,3
3920,15,10/4/2023,11/9/2023,11/10/2023,1714.96,1714.96,36,1
3921,15,12/28/2023,2/2/2024,2/3/2024,145.035,290.07,45,2
3933,9,7/25/2023,9/23/2023,9/25/2023,123.6175,988.94,63,8
3936,3,8/18/2023,9/26/2023,9/26/2023,749.83,1499.66,7,2
3939,16,7/25/2023,9/14/2023,9/15/2023,513.16,513.16,46,1
3944,5,9/24/2023,10/28/2023,10/30/2023,257.1633333,1542.98,63,6
3947,26,11/6/2023,1/5/2024,1/7/2024,271.5733333,814.72,54,3
3950,5,10/25/2023,12/22/2023,12/22/2023,684.24,684.24,13,1
3961,16,8/6/2023,9/11/2023,9/11/2023,490.2975,1961.19,4,4
3964,28,8/25/2023,9/24/2023,9/26/2023,328.12,328.12,50,1
3965,8,12/14/2023,2/12/2024,2/12/2024,869.56,1739.12,13,2
3966,24,10/14/2023,11/29/2023,11/29/2023,66.47666667,398.86,1,6
3967,5,12/5/2023,2/2/2024,2/4/2024,101.404,507.02,56,5
3974,8,9/23/2023,10/23/2023,10/24/2023,318.6,1593,42,5
3976,28,10/9/2023,11/16/2023,11/18/2023,192.38625,1539.09,50,8
3982,20,9/22/2023,10/25/2023,10/26/2023,1903.78,1903.78,45,1
3986,4,11/14/2023,12/15/2023,12/16/2023,1996.64,1996.64,42,1
3987,11,9/19/2023,10/25/2023,10/26/2023,275.91,1379.55,36,5
3989,30,12/23/2023,1/27/2024,1/27/2024,237.12,237.12,13,1
3991,26,10/31/2023,12/29/2023,12/30/2023,1584.3,1584.3,37,1
3997,14,12/15/2023,1/14/2024,1/14/2024,1924.94,1924.94,21,1
3998,13,11/10/2023,1/4/2024,1/4/2024,112.9733333,338.92,3,3
4010,8,8/7/2023,9/13/2023,9/13/2023,773.59,773.59,20,1
4012,9,10/5/2023,11/7/2023,11/9/2023,39.3475,314.78,60,8
4021,7,10/17/2023,11/16/2023,11/16/2023,60.00857143,420.06,3,7
4023,7,12/10/2023,2/4/2024,2/6/2024,176.30875,1410.47,48,8
4028,17,12/3/2023,1/29/2024,1/29/2024,1787.93,1787.93,6,1
4033,17,9/3/2023,10/3/2023,10/5/2023,1088.87,1088.87,69,1
4035,25,11/6/2023,1/5/2024,1/7/2024,561.7466667,1685.24,59,3
4043,20,10/30/2023,12/1/2023,12/3/2023,1263.63,1263.63,49,1
4046,27,12/25/2023,2/21/2024,2/23/2024,125.60625,1004.85,55,8
4051,20,12/3/2023,1/21/2024,1/23/2024,1328.56,1328.56,62,1
4055,4,10/5/2023,11/9/2023,11/10/2023,139.28,974.96,34,7
4058,30,10/6/2023,12/4/2023,12/6/2023,1349.49,1349.49,64,1
4061,20,9/18/2023,10/30/2023,10/31/2023,750.51,750.51,25,1
4064,26,9/21/2023,10/23/2023,10/23/2023,468.99,468.99,3,1
4067,20,10/27/2023,11/26/2023,11/28/2023,1605.37,1605.37,69,1
4068,29,11/8/2023,12/24/2023,12/25/2023,52.72666667,316.36,32,6
4070,11,12/25/2023,1/24/2024,1/26/2024,694.225,1388.45,58,2
4078,1,11/27/2023,1/17/2024,1/17/2024,396.37,1981.85,10,5
4082,30,8/25/2023,10/3/2023,10/5/2023,443.29,443.29,62,1
4085,11,12/27/2023,2/24/2024,2/25/2024,75.48,377.4,34,5
4090,5,10/15/2023,12/5/2023,12/6/2023,446.4333333,1339.3,28,3
4092,22,12/9/2023,1/10/2024,1/12/2024,1745.93,1745.93,63,1
4104,16,7/4/2023,8/6/2023,8/6/2023,546.56,546.56,2,1
4109,5,9/13/2023,10/13/2023,10/14/2023,317.216,1586.08,40,5
4113,16,10/10/2023,11/19/2023,11/21/2023,384.64,384.64,59,1
4114,17,9/1/2023,10/11/2023,10/11/2023,131.79,658.95,14,5
4116,14,10/9/2023,11/26/2023,11/27/2023,216.5325,866.13,42,4
4118,4,8/27/2023,9/30/2023,10/1/2023,1267.08,1267.08,33,1
4119,3,9/26/2023,11/12/2023,11/13/2023,121.3066667,363.92,39,3
4123,30,11/29/2023,1/14/2024,1/15/2024,24.29666667,145.78,46,6
4129,18,12/13/2023,2/3/2024,2/5/2024,1499.13,1499.13,56,1
4133,22,11/28/2023,12/28/2023,12/28/2023,60.52142857,423.65,17,7
